2025-04-16T16:41:49.565516,gasto,150.0,mercado,,pix
2025-04-16T16:43:43.103257,gasto,2.78,itau,,itau
2025-04-16T16:44:05.780737,gasto,91.0,comida,,itau
2025-04-16T16:44:23.648738,gasto,10.0,estacionamento,,itau
2025-04-16T16:45:44.706740,gasto,14.0,estacionamento,,itau
2025-04-16T16:46:23.359495,gasto,8.0,comida,,itau
